turbine,issue_time_utc,time_utc,time_local,lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m,power
t1,2026-01-29,2026-01-30 00:00:00,2026-01-30 06:00:00,24.0,0.8688973183938693,0.595929990781604,0.9174154132387543,0.9625975036495857,12.444444444444445,0.8988160937424128,-3.833333333333334,0.7133333333333334
t1,2026-01-29,2026-01-30 01:00:00,2026-01-30 07:00:00,25.0,0.8177690786090691,0.5105621858219268,0.9088349981304339,0.964893842161232,12.629629629629628,1.3795053386717528,-4.033333333333333,0.5516666666666666
t1,2026-01-29,2026-01-30 02:00:00,2026-01-30 08:00:00,26.0,0.8475480925539817,0.5443304804654924,0.9170512791497499,0.963466148319459,12.685185185185185,1.50214181792275,-4.133333333333333,0.5716666666666667
t1,2026-01-29,2026-01-30 03:00:00,2026-01-30 09:00:00,27.0,0.8687177998343192,0.5889811197768609,0.9211773791134995,0.9625068121836334,12.731481481481481,1.5441879616501841,-3.6999999999999997,0.7983333333333333
t1,2026-01-29,2026-01-30 04:00:00,2026-01-30 10:00:00,28.0,0.8862688559489721,0.6961551102334729,0.9326344606269922,0.9598273760515388,12.981481481481481,1.6150176138371097,-2.1,0.9416666666666668
t1,2026-01-29,2026-01-30 05:00:00,2026-01-30 11:00:00,29.0,0.8947717407189001,0.69986957819589,0.9327778388720788,0.9597330922229157,13.24074074074074,2.173126646992373,-0.43333333333333335,0.96
t1,2026-01-29,2026-01-30 06:00:00,2026-01-30 12:00:00,30.0,0.8715316373410433,0.5812900270625618,0.929297573970769,0.9606441839104306,12.944444444444443,3.937101929711532,0.5666666666666668,0.975
t1,2026-01-29,2026-01-30 07:00:00,2026-01-30 13:00:00,31.0,0.8832151954037968,0.5798900833364523,0.9307487888328805,0.9605388809406937,13.074074074074074,4.022154439780819,1.5999999999999999,0.9833333333333334
t1,2026-01-29,2026-01-30 08:00:00,2026-01-30 14:00:00,32.0,0.8795772456259142,0.5886200059320064,0.9249109255631822,0.9615816734017772,12.75,3.8742781087833027,2.466666666666667,0.945
t1,2026-01-29,2026-01-30 09:00:00,2026-01-30 15:00:00,33.0,0.8722745266752638,0.5694248754553048,0.9214333809621836,0.9620292734341847,12.5,3.732159206904097,2.8000000000000003,0.9633333333333334
t1,2026-01-29,2026-01-30 10:00:00,2026-01-30 16:00:00,34.0,0.8663068678926833,0.551943452959565,0.9086462063827196,0.9647014061428411,12.018518518518519,3.4601270820402417,2.466666666666667,0.93
t1,2026-01-29,2026-01-30 11:00:00,2026-01-30 17:00:00,35.0,0.8555853254807335,0.4334147884124181,0.8978778167391179,0.9638339261728901,11.361111111111112,3.3983247506839476,1.3333333333333333,0.9616666666666666
t1,2026-01-29,2026-01-30 12:00:00,2026-01-30 18:00:00,36.0,0.866218987168879,0.6137555335350722,0.906517746586541,0.964069169318474,12.425925925925926,1.3264676629700969,-0.09999999999999994,0.7466666666666667
t1,2026-01-29,2026-01-30 13:00:00,2026-01-30 19:00:00,37.0,0.7918246793811089,0.448360662064518,0.8608499791931777,0.9744637303931373,11.962962962962962,1.7719812909489905,-0.9,0.75
t1,2026-01-29,2026-01-30 14:00:00,2026-01-30 20:00:00,38.0,0.713530319681474,0.3299429798507027,0.7753513232823767,0.9922620293742994,11.388888888888891,2.128401417165614,-1.4333333333333333,0.5399999999999999
t1,2026-01-29,2026-01-30 15:00:00,2026-01-30 21:00:00,39.0,0.6796861788197869,0.2151189298817643,0.7323414100337721,0.986817363727927,10.833333333333334,2.3305207916888078,-1.8,0.46166666666666667
t1,2026-01-29,2026-01-30 16:00:00,2026-01-30 22:00:00,40.0,0.6054334371370045,0.1594543366079056,0.6520291463103832,0.9668136771234035,10.277777777777779,2.574357165355036,-2.1,0.29
t1,2026-01-29,2026-01-30 17:00:00,2026-01-30 23:00:00,41.0,0.5260955838140972,0.11565368740657356,0.5751539914207094,0.959871700210049,10.231481481481481,2.908630905573268,-2.3000000000000003,0.155
t1,2026-01-29,2026-01-30 18:00:00,2026-01-31 00:00:00,42.0,0.49581701169048153,0.104650177726678,0.47642921516149295,0.9663906334511232,9.222222222222223,4.537991207299863,-2.6,0.13833333333333334
t1,2026-01-29,2026-01-30 19:00:00,2026-01-31 01:00:00,43.0,0.46982214415817447,0.09455677831382142,0.4923319679896089,1.0,9.444444444444445,4.55326839604473,-2.733333333333333,0.14333333333333334
t1,2026-01-29,2026-01-30 20:00:00,2026-01-31 02:00:00,44.0,0.5559703669251191,0.08137647533565917,0.5695322762860754,0.9891913478405203,9.712962962962962,4.194751031228406,-2.733333333333333,0.18666666666666668
t1,2026-01-29,2026-01-30 21:00:00,2026-01-31 03:00:00,45.0,0.6550181828335621,0.12959335310060427,0.6790487480152033,0.9797631745779121,10.055555555555555,3.9111466223135345,-2.8333333333333335,0.13
t1,2026-01-29,2026-01-30 22:00:00,2026-01-31 04:00:00,46.0,0.7009480955627976,0.14894899349000235,0.7397814854016932,0.9743717633452791,10.481481481481483,3.2914420145248533,-3.233333333333333,0.07833333333333334
t1,2026-01-29,2026-01-30 23:00:00,2026-01-31 05:00:00,47.0,0.6812201976674429,0.20563505807578963,0.7491092353916148,0.9852506094941227,11.388888888888891,3.0872097754332906,-3.533333333333333,0.11166666666666668
t1,2026-01-30,2026-01-31 00:00:00,2026-01-31 06:00:00,24.0,0.771729612796558,0.38015330850501355,0.8606791550408837,0.9709023925478963,12.398148148148147,2.2761398808512725,-2.6999999999999997,0.145
t1,2026-01-30,2026-01-31 01:00:00,2026-01-31 07:00:00,25.0,0.7860293888445341,0.40725082862219064,0.8854376103481174,0.9670984201866076,12.546296296296296,2.211315828974515,-2.8666666666666667,0.48
t1,2026-01-30,2026-01-31 02:00:00,2026-01-31 08:00:00,26.0,0.8136667943522153,0.47989831535169486,0.9045326708624117,0.9638483979107435,12.842592592592593,1.932569559648671,-3.0,0.5016666666666666
t1,2026-01-30,2026-01-31 03:00:00,2026-01-31 09:00:00,27.0,0.834779290912725,0.5190258658064419,0.9136218367595123,0.962257291178634,12.925925925925926,1.6947479995247103,-2.466666666666667,0.5216666666666666
t1,2026-01-30,2026-01-31 04:00:00,2026-01-31 10:00:00,28.0,0.8884361325577423,0.69497435010563,0.9325739100176144,0.9589062649836708,13.018518518518519,1.6796561719492114,-0.39999999999999997,0.9500000000000001
t1,2026-01-30,2026-01-31 05:00:00,2026-01-31 11:00:00,29.0,0.8870184772661486,0.6786691084689664,0.9331476593013095,0.9588038506084299,13.305555555555557,2.2496570383334995,1.6666666666666667,0.9583333333333334
t1,2026-01-30,2026-01-31 06:00:00,2026-01-31 12:00:00,30.0,0.8893971815378642,0.6703502443834894,0.9329010233185743,0.9590759781619181,12.796296296296298,2.927932387512325,3.366666666666667,0.9266666666666666
t1,2026-01-30,2026-01-31 07:00:00,2026-01-31 13:00:00,31.0,0.88887966313084,0.6761386715143045,0.9315707177156257,0.9589018976824982,12.722222222222223,3.2478625449841787,4.699999999999999,0.945
